pclass,sex,age,sibsp,parch,fare,cabin,embarked,title,age_indicator,sibsp_indicator,parch_indicator,fare_indicator
3,male,2.0,4,1,29.125,Missing,Q,Rare,0,0,0,0
3,female,45.0,0,0,7.75,Missing,S,Miss,0,0,0,0
3,female,37.0,0,0,7.75,Missing,Q,Miss,0,0,0,0
3,female,31.0,1,0,18.0,Missing,S,Mrs,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
3,female,33.0,1,2,20.575,Missing,S,Mrs,0,0,0,0
3,male,17.0,1,0,7.0542,Missing,S,Mr,0,0,0,0
2,male,27.0,0,0,26.0,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,6.4375,Missing,C,Mr,1,0,0,0
1,female,28.0,0,1,55.0,Rare,S,Mrs,1,0,0,0
2,male,2.0,1,1,26.0,Rare,S,Rare,0,0,0,0
2,male,39.0,0,0,26.0,Missing,S,Mr,0,0,0,0
2,female,4.0,2,1,39.0,Rare,S,Miss,0,0,0,0
1,male,65.0,0,1,61.9792,Rare,C,Mr,0,0,0,0
1,female,49.0,1,0,76.7292,Rare,C,Mrs,0,0,0,0
3,male,28.0,0,0,7.2292,Missing,C,Mr,1,0,0,0
3,male,26.0,0,0,7.8792,Missing,Q,Mr,0,0,0,0
2,male,54.0,0,0,14.0,Missing,S,Rare,0,0,0,0
3,male,38.5,0,0,7.25,Missing,S,Mr,0,0,0,0
1,female,28.0,1,0,51.8625,Rare,S,Mrs,1,0,0,0
3,male,28.0,0,0,7.75,Missing,Q,Mr,1,0,0,0
1,female,38.0,0,0,80.0,Rare,Rare,Miss,0,0,0,0
3,male,32.0,0,0,8.05,Rare,S,Mr,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
1,female,35.0,0,0,211.5,C,C,Miss,0,0,0,0
1,male,29.0,0,0,30.0,Rare,S,Mr,0,0,0,0
1,male,53.0,0,0,28.5,C,C,Rare,0,0,0,0
3,male,4.0,1,1,11.1333,Missing,S,Rare,0,0,0,0
1,male,19.0,1,0,53.1,Rare,S,Mr,0,0,0,0
1,male,52.0,1,1,79.65,Rare,S,Mr,0,0,0,0
1,female,22.0,0,1,55.0,Rare,S,Miss,0,0,0,0
3,male,28.0,0,0,7.8958,Missing,S,Mr,1,0,0,0
1,male,47.0,0,0,52.0,C,S,Mr,0,0,0,0
3,male,23.0,0,0,7.7958,Missing,S,Mr,0,0,0,0
1,female,58.0,0,0,26.55,C,S,Miss,0,0,0,0
3,male,11.5,1,1,14.5,Missing,S,Rare,0,0,0,0
3,male,61.0,0,0,6.2375,Missing,S,Mr,0,0,0,0
3,female,28.0,0,0,7.75,Missing,Q,Miss,1,0,0,0
2,female,12.0,2,1,39.0,Rare,S,Miss,0,0,0,0
3,male,28.0,0,0,7.3125,Missing,S,Mr,1,0,0,0
1,female,24.0,0,0,49.5042,C,C,Mrs,0,0,0,0
2,male,44.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,male,21.0,1,0,6.4958,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.8958,Missing,S,Mr,1,0,0,0
3,male,27.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
3,male,18.5,0,0,7.2292,Missing,C,Mr,0,0,0,0
1,female,28.0,0,0,79.2,Missing,C,Mrs,1,0,0,0
1,female,22.0,0,0,151.55,Missing,S,Miss,0,0,0,0
3,female,9.0,2,2,34.375,Missing,S,Miss,0,0,0,0
2,male,23.0,0,0,15.0458,Missing,C,Mr,0,0,0,0
3,male,26.0,0,0,56.4958,Missing,S,Mr,0,0,0,0
3,male,28.0,2,0,21.6792,Missing,C,Mr,1,0,0,0
3,male,33.0,1,1,20.525,Missing,S,Mr,0,0,0,0
3,male,26.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
3,male,28.0,8,2,69.55,Missing,S,Mr,1,0,0,0
3,female,6.0,4,2,31.275,Missing,S,Miss,0,0,0,0
1,male,37.0,0,1,29.7,C,C,Mr,0,0,0,0
3,male,28.0,1,1,15.2458,Missing,C,Rare,1,0,0,0
3,male,28.0,2,0,21.6792,Missing,C,Mr,1,0,0,0
3,female,45.0,1,4,27.9,Missing,S,Mrs,0,0,0,0
3,male,70.5,0,0,7.75,Missing,Q,Mr,0,0,0,0
3,male,17.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.8958,Missing,S,Mr,1,0,0,0
3,male,28.0,0,0,7.8958,Missing,S,Mr,1,0,0,0
1,male,38.0,0,0,0.0,Missing,S,Rare,0,0,0,0
3,female,15.0,0,0,8.0292,Missing,Q,Miss,0,0,0,0
3,male,27.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
1,female,30.0,0,0,86.5,Rare,S,Miss,0,0,0,0
1,female,29.0,0,0,221.7792,C,S,Miss,0,0,0,0
1,female,19.0,0,2,26.2833,Rare,S,Miss,0,0,0,0
3,male,28.0,0,0,7.75,Missing,Q,Mr,1,0,0,0
3,female,36.0,0,2,15.9,Missing,S,Mrs,0,0,0,0
1,female,24.0,3,2,263.0,C,S,Miss,0,0,0,0
1,male,28.0,0,0,30.6958,Missing,C,Mr,1,0,0,0
3,male,32.0,0,0,7.925,Missing,S,Mr,0,0,0,0
1,female,33.0,1,0,90.0,C,Q,Miss,0,0,0,0
1,male,45.0,1,1,134.5,Rare,C,Mr,0,0,0,0
1,female,44.0,0,0,27.7208,Rare,C,Mrs,0,0,0,0
2,female,5.0,1,2,27.75,Missing,S,Miss,0,0,0,0
2,male,23.0,0,0,10.5,Missing,S,Rare,0,0,0,0
1,male,61.0,0,0,32.3208,Rare,S,Mr,0,0,0,0
2,female,28.0,0,0,12.35,Rare,Q,Miss,1,0,0,0
1,female,28.0,1,0,133.65,Missing,S,Mrs,1,0,0,0
3,female,14.5,1,0,14.4542,Missing,C,Miss,0,0,0,0
3,female,28.0,1,0,14.4542,Missing,C,Mrs,1,0,0,0
3,male,20.0,0,0,4.0125,Missing,C,Mr,0,0,0,0
3,male,10.0,4,1,29.125,Missing,Q,Rare,0,0,0,0
3,female,28.0,0,0,7.75,Missing,Q,Miss,1,0,0,0
3,female,28.0,3,1,25.4667,Missing,S,Miss,1,0,0,0
1,male,25.0,0,0,26.0,Missing,C,Mr,0,0,0,0
3,male,24.0,0,0,8.6625,Missing,S,Mr,0,0,0,0
1,female,35.0,1,0,83.475,C,S,Mrs,0,0,0,0
3,male,44.0,0,0,8.05,Missing,S,Mr,0,0,0,0
3,female,21.0,0,0,8.6625,Missing,S,Miss,0,0,0,0
3,male,28.0,1,0,19.9667,Missing,S,Mr,1,0,0,0
3,male,26.0,0,0,7.775,Missing,S,Mr,0,0,0,0
2,female,26.0,0,0,13.5,Missing,S,Miss,0,0,0,0
3,male,21.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
1,female,58.0,0,1,153.4625,C,S,Mrs,0,0,0,0
3,female,28.0,1,1,14.4,Missing,S,Mrs,0,0,0,0
3,female,28.0,0,0,7.7875,Missing,Q,Miss,1,0,0,0
2,male,30.0,1,0,24.0,Missing,C,Mr,0,0,0,0
1,female,39.0,0,0,211.3375,Missing,S,Miss,0,0,0,0
2,male,50.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,female,18.0,0,0,7.2292,Missing,C,Mrs,0,0,0,0
3,female,28.0,1,0,15.5,Missing,Q,Miss,1,0,0,0
1,female,39.0,1,1,110.8833,C,C,Mrs,0,0,0,0
1,male,4.0,0,2,81.8583,Rare,S,Rare,0,0,0,0
3,female,1.0,1,1,16.7,Rare,S,Miss,0,0,0,0
3,male,24.0,0,0,7.775,Missing,S,Mr,0,0,0,0
1,female,63.0,1,0,221.7792,C,S,Mrs,0,0,0,0
2,male,50.0,1,0,26.0,Missing,S,Mr,0,0,0,0
2,male,21.0,2,0,73.5,Missing,S,Mr,0,0,0,0
1,female,40.0,1,1,134.5,Rare,C,Mrs,0,0,0,0
3,female,21.0,2,2,34.375,Missing,S,Miss,0,0,0,0
3,male,50.0,1,0,14.5,Missing,S,Mr,0,0,0,0
1,female,30.0,0,0,164.8667,C,S,Miss,0,0,0,0
3,male,16.0,4,1,39.6875,Missing,S,Mr,0,0,0,0
1,male,21.0,0,1,77.2875,Rare,S,Mr,0,0,0,0
3,male,36.0,0,0,7.25,Missing,S,Mr,0,0,0,0
1,female,18.0,1,0,227.525,C,C,Mrs,0,0,0,0
3,female,28.0,0,0,8.05,Missing,S,Miss,1,0,0,0
3,female,22.0,0,0,7.75,Missing,S,Miss,0,0,0,0
1,male,51.0,0,0,26.55,Rare,S,Mr,0,0,0,0
3,female,30.0,0,0,12.475,Missing,S,Miss,0,0,0,0
3,female,18.0,0,0,7.775,Missing,S,Miss,0,0,0,0
3,male,28.0,0,0,7.25,Missing,S,Mr,1,0,0,0
3,male,9.0,0,1,3.1708,Missing,S,Rare,0,0,0,0
3,male,21.0,0,0,7.8,Missing,S,Mr,0,0,0,0
3,male,65.0,0,0,7.75,Missing,Q,Mr,0,0,0,0
2,female,30.0,0,0,12.35,Missing,Q,Miss,0,0,0,0
1,male,30.0,1,0,57.75,C,C,Mr,0,0,0,0
3,female,28.0,8,2,69.55,Missing,S,Miss,1,0,0,0
3,male,44.0,0,1,16.1,Missing,S,Mr,0,0,0,0
2,male,66.0,0,0,10.5,Missing,S,Mr,0,0,0,0
1,male,60.0,1,1,79.2,Rare,C,Mr,0,0,0,0
3,male,3.0,1,1,15.9,Missing,S,Rare,0,0,0,0
3,male,28.0,0,0,7.7375,Missing,Q,Mr,1,0,0,0
1,female,48.0,1,0,106.425,C,C,Mrs,0,0,0,0
2,female,8.0,0,2,26.25,Missing,S,Miss,0,0,0,0
1,female,22.0,0,1,59.4,Missing,C,Miss,0,0,0,0
1,female,42.0,0,0,227.525,Missing,C,Miss,0,0,0,0
3,male,31.0,0,0,7.925,Missing,S,Mr,0,0,0,0
2,male,25.0,0,0,13.0,Missing,S,Mr,0,0,0,0
2,female,25.0,1,1,30.0,Missing,S,Miss,0,0,0,0
2,male,21.0,0,0,11.5,Missing,S,Mr,0,0,0,0
1,male,54.0,0,0,51.8625,Rare,S,Mr,0,0,0,0
3,male,39.0,0,1,13.4167,Missing,C,Mr,0,0,0,0
2,male,37.0,1,0,26.0,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.55,Missing,S,Mr,1,0,0,0
2,female,48.0,0,2,36.75,Missing,S,Mrs,0,0,0,0
3,male,28.0,0,0,7.8958,Missing,C,Mr,1,0,0,0
1,male,28.0,0,0,26.0,Missing,S,Mr,1,0,0,0
3,male,22.0,0,0,7.25,Missing,S,Mr,0,0,0,0
1,female,50.0,0,0,28.7125,C,C,Miss,0,0,0,0
2,female,30.0,0,0,13.0,Missing,S,Miss,0,0,0,0
2,female,28.0,1,0,26.0,Missing,S,Mrs,0,0,0,0
3,male,32.0,0,0,7.925,Missing,S,Mr,0,0,0,0
3,male,18.0,0,0,8.05,Missing,S,Mr,0,0,0,0
3,male,17.0,1,1,7.2292,Missing,C,Mr,0,0,0,0
3,male,28.0,3,1,25.4667,Missing,S,Rare,1,0,0,0
3,male,28.0,0,0,7.7292,Missing,Q,Mr,1,0,0,0
3,male,21.0,0,0,7.925,Missing,S,Mr,0,0,0,0
3,male,43.0,0,0,6.45,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,56.4958,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.775,Missing,S,Mr,1,0,0,0
3,male,31.0,3,0,18.0,Missing,S,Mr,0,0,0,0
3,female,28.0,1,0,15.5,Missing,Q,Mrs,1,0,0,0
3,male,39.0,0,0,24.15,Missing,S,Mr,0,0,0,0
3,male,43.0,0,0,7.8958,Missing,S,Mr,0,0,0,0
2,female,28.0,1,0,24.0,Missing,C,Mrs,0,0,0,0
1,male,28.0,1,0,82.1708,Missing,C,Mr,0,0,0,0
1,male,39.0,1,0,71.2833,C,C,Mr,0,0,0,0
3,male,20.0,0,0,7.8542,Missing,S,Mr,0,0,0,0
3,female,21.0,1,0,9.825,Missing,S,Miss,0,0,0,0
3,male,0.8333,0,1,9.35,Missing,S,Rare,0,0,0,0
2,male,8.0,0,2,32.5,Missing,S,Rare,0,0,0,0
1,male,31.0,1,0,57.0,Rare,S,Mr,0,0,0,0
3,female,41.0,0,5,39.6875,Missing,S,Mrs,0,0,0,0
2,female,6.0,0,1,33.0,Missing,S,Miss,0,0,0,0
3,female,24.0,0,0,7.75,Missing,Q,Miss,0,0,0,0
3,male,7.0,4,1,29.125,Missing,Q,Rare,0,0,0,0
1,female,39.0,1,1,79.65,Rare,S,Mrs,0,0,0,0
1,female,36.0,1,2,120.0,Rare,S,Mrs,0,0,0,0
1,female,35.0,1,0,57.75,C,C,Mrs,0,0,0,0
3,male,34.0,0,0,6.4958,Missing,S,Mr,0,0,0,0
3,male,47.0,0,0,9.0,Missing,S,Mr,0,0,0,0
3,male,28.5,0,0,7.2292,Missing,C,Mr,0,0,0,0
2,female,28.0,0,0,13.0,Missing,S,Miss,0,0,0,0
2,male,51.0,0,0,12.525,Missing,S,Rare,0,0,0,0
1,male,6.0,0,2,134.5,Rare,C,Rare,0,0,0,0
3,male,28.0,1,0,16.1,Missing,S,Mr,1,0,0,0
3,female,28.0,0,0,7.75,Missing,Q,Miss,1,0,0,0
3,male,28.0,1,1,14.5,Missing,S,Rare,1,0,0,0
1,male,47.0,0,0,38.5,Rare,S,Mr,0,0,0,0
3,male,28.0,0,0,6.95,Missing,Q,Mr,1,0,0,0
1,female,35.0,0,0,135.6333,C,S,Miss,0,0,0,0
3,male,10.0,3,2,27.9,Missing,S,Rare,0,0,0,0
3,male,28.0,0,0,7.05,Missing,S,Mr,1,0,0,0
2,male,16.0,0,0,10.5,Missing,S,Mr,0,0,0,0
3,male,21.0,0,0,7.775,Missing,S,Mr,0,0,0,0
1,male,27.0,0,0,76.7292,Rare,C,Mr,0,0,0,0
1,male,36.0,0,0,40.125,Rare,C,Mr,0,0,0,0
3,male,32.0,0,0,56.4958,Missing,S,Mr,0,0,0,0
2,male,36.0,0,0,10.5,Missing,S,Mr,0,0,0,0
2,male,34.0,1,0,21.0,Missing,S,Mr,0,0,0,0
3,male,5.0,4,2,31.3875,Missing,S,Rare,0,0,0,0
3,female,30.0,0,0,8.6625,Missing,S,Miss,0,0,0,0
2,male,34.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,male,17.0,0,0,7.125,Missing,S,Mr,0,0,0,0
3,male,14.5,8,2,69.55,Missing,S,Rare,0,0,0,0
3,female,5.0,2,1,19.2583,Missing,C,Miss,0,0,0,0
3,male,40.5,0,0,7.75,Missing,Q,Mr,0,0,0,0
3,female,38.0,0,0,7.2292,Missing,C,Mrs,0,0,0,0
3,male,22.0,0,0,7.2292,Missing,C,Mr,0,0,0,0
1,female,48.0,1,0,39.6,Rare,C,Mrs,0,0,0,0
3,male,21.0,0,0,7.8542,Missing,S,Mr,0,0,0,0
2,male,36.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,male,17.0,2,0,8.05,Missing,S,Mr,0,0,0,0
3,male,28.0,0,0,7.8792,Missing,S,Mr,1,0,0,0
1,male,64.0,1,4,263.0,C,S,Mr,0,0,0,0
3,male,19.0,0,0,8.05,Missing,S,Mr,0,0,0,0
1,female,26.0,1,0,136.7792,C,C,Mrs,0,0,0,0
3,female,24.0,1,0,15.85,Missing,S,Mrs,0,0,0,0
2,male,34.0,0,0,13.0,Missing,S,Mr,0,0,0,0
3,male,26.0,1,0,7.8542,Missing,S,Mr,0,0,0,0
1,male,58.0,0,0,29.7,Rare,C,Mr,0,0,0,0
1,male,27.0,0,0,30.5,Missing,S,Mr,0,0,0,0
2,female,50.0,0,0,10.5,Missing,S,Miss,0,0,0,0
3,male,28.0,1,0,14.4583,Missing,C,Mr,1,0,0,0
1,female,50.0,1,1,211.5,C,C,Mrs,0,0,0,0
3,male,42.0,0,0,7.55,Missing,S,Mr,0,0,0,0
3,female,31.0,0,0,8.6833,Missing,S,Mrs,0,0,0,0
2,female,24.0,0,0,13.0,Missing,S,Mrs,0,0,0,0
1,female,28.0,1,0,146.5208,Rare,C,Mrs,1,0,0,0
3,male,28.0,0,0,7.775,Missing,S,Mr,1,0,0,0
3,female,0.1667,1,2,20.575,Missing,S,Miss,0,0,0,0
3,male,28.0,0,0,8.05,Missing,S,Mr,1,0,0,0
3,female,28.0,0,0,7.7333,Missing,Q,Miss,1,0,0,0
2,female,20.0,0,0,36.75,Missing,S,Miss,0,0,0,0
3,female,32.0,1,1,15.5,Missing,Q,Mrs,0,0,0,0
